H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|1070805|03572340|299502348|MzEzNDU5MTU1OWFkaXF6a2N4|2015-11-05|Filing dated 2015-11-05|Auditor's resignation|||https://opencorporates.com/statements/299502348|AUD|x
D|1070805|03572340|299502350|MzEzMDc5OTg5MGFkaXF6a2N4|2015-09-11|Termination of appointment of director |Termination of appointment of Mark Roger Robinson as a director on 2015-08-21||Termination of appointment of director |https://opencorporates.com/statements/299502350|TM01|x
D|1070805|03572340|299502352|MzEyOTc1MTY2N2FkaXF6a2N4|2015-08-26|Change of accounting reference date|Current accounting period extended from 2015-03-31 to 2015-08-31||Change of accounting reference date|https://opencorporates.com/statements/299502352|AA01|x
D|1070805|03572340|299502354|MzEyNDg5ODc0MGFkaXF6a2N4|2015-06-10|Annual Return|Annual return made up to 2015-05-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/299502354|AR01|x
D|1070805|03572340|299502358|MzEyMzIwNzg3OGFkaXF6a2N4|2015-05-15|Termination of appointment of secretary|Termination of appointment of John William Charles Charlton as a secretary on 2015-04-30||Termination of appointment of secretary|https://opencorporates.com/statements/299502358|TM02|x
D|1070805|03572340|299502356|MzEyMzIyNTQzOGFkaXF6a2N4|2015-05-15|Appointment of secretary|Appointment of Mr Hugh Francis Edmonds as a secretary on 2015-05-14||Appointment of secretary|https://opencorporates.com/statements/299502356|AP03|x
D|1070805|03572340|299502361|MzEyMzIwNzc2N2FkaXF6a2N4|2015-05-15|Termination of appointment of director |Termination of appointment of John William Charles Charlton as a director on 2015-04-30||Termination of appointment of director |https://opencorporates.com/statements/299502361|TM01|x
D|1070805|03572340|299502363|MzExOTA0MzcxM2FkaXF6a2N4|2015-03-12|Change of registered office address|Registered office address changed from Unit 2 Derwent Close Warndon Worcester WR4 9TY to 47 Riverside Medway City Estate Rochester Kent. ME2 4DP on 2015-03-12||Change of registered office address|https://opencorporates.com/statements/299502363|AD01|x
D|1070805|03572340|299502365|MzExMzI2Njg1MWFkaXF6a2N4|2014-12-11|Appointment of director|Appointment of Mr Mark Roger Robinson as a director on 2014-12-01||Appointment of director|https://opencorporates.com/statements/299502365|AP01|x
D|1070805|03572340|299502367|MzEwODM2Mjc0OGFkaXF6a2N4|2014-09-29|Annual Accounts|Full accounts made up to 2014-03-31||Annual Accounts|https://opencorporates.com/statements/299502367|AA|x
D|1070805|03572340|299502369|MzEwMTkwODY4OWFkaXF6a2N4|2014-06-15|Annual Return|Annual return made up to 2014-05-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/299502369|AR01|x
D|1070805|03572340|299502372|MzA5MzM4Nzc1MmFkaXF6a2N4|2014-01-27|Annual Accounts|Full accounts made up to 2013-03-31||Annual Accounts|https://opencorporates.com/statements/299502372|AA|x
D|1070805|03572340|299502374|MzA4OTU4OTM1OWFkaXF6a2N4|2013-11-27|Filing dated 2013-11-27|Registration of charge 035723400009|||https://opencorporates.com/statements/299502374|MR01|x
D|1070805|03572340|299502376|MzA4ODgyMTIzNGFkaXF6a2N4|2013-11-15|Filing dated 2013-11-15|Satisfaction of charge 035723400008 in full|||https://opencorporates.com/statements/299502376|MR04|x
D|1070805|03572340|299502378|MzA4ODEyNjY0M2FkaXF6a2N4|2013-10-31|Filing dated 2013-10-31|Registration of charge 035723400008|||https://opencorporates.com/statements/299502378|MR01|x
D|1070805|03572340|299502384|MzA4NzE1NDcwMmFkaXF6a2N4|2013-10-15|Filing dated 2013-10-15|Satisfaction of charge 6 in full|||https://opencorporates.com/statements/299502384|MR04|x
D|1070805|03572340|299502382|MzA4NzE1NDYxMGFkaXF6a2N4|2013-10-15|Filing dated 2013-10-15|Satisfaction of charge 7 in full|||https://opencorporates.com/statements/299502382|MR04|x
D|1070805|03572340|299502380|MzA4NzE1NDY3N2FkaXF6a2N4|2013-10-15|Filing dated 2013-10-15|Satisfaction of charge 3 in full|||https://opencorporates.com/statements/299502380|MR04|x
D|1070805|03572340|299502386|MzA4MDYzNDc4NGFkaXF6a2N4|2013-06-28|Annual Return|Annual return made up to 2013-05-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/299502386|AR01|x
D|1070805|03572340|299502389|MzA3NDEyMTMyNmFkaXF6a2N4|2013-03-07|Annual Accounts|Full accounts made up to 2012-03-31||Annual Accounts|https://opencorporates.com/statements/299502389|AA|x
D|1070805|03572340|299502391|MzA3MTAxMjgzNmFkaXF6a2N4|2013-01-13|Termination of appointment of director |Termination of appointment of John Prowse as a director||Termination of appointment of director |https://opencorporates.com/statements/299502391|TM01|x
D|1070805|03572340|299502393|MzA1OTA4OTI4OWFkaXF6a2N4|2012-06-13|Annual Return|Annual return made up to 2012-05-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/299502393|AR01|x
D|1070805|03572340|299502397|MzA1OTA2ODk0MGFkaXF6a2N4|2012-06-13|Change of director's details|Director's details changed for Mr Richard Hodgson on 2012-05-29||Change of director's details|https://opencorporates.com/statements/299502397|CH01|x
D|1070805|03572340|299502395|MzA1OTA2ODkzOWFkaXF6a2N4|2012-06-13|Change of director's details|Director's details changed for Mr John William Charles Charlton on 2012-05-29||Change of director's details|https://opencorporates.com/statements/299502395|CH01|x
D|1070805|03572340|299502402|MzA1NjAzODkxNWFkaXF6a2N4|2012-04-18|Filing dated 2012-04-18|Change of name notice|||https://opencorporates.com/statements/299502402|CONNOT|x
D|1070805|03572340|299502399|MzA1NjAzOTE4NWFkaXF6a2N4|2012-04-18|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/299502399|CERTNM|x
D|1070805|03572340|299502404|MzA2OTM5MjIxNGFkaXF6a2N4|2011-12-23|Annual Accounts|Full accounts made up to 2011-03-31||Annual Accounts|https://opencorporates.com/statements/299502404|AA|x
D|1070805|03572340|299502407|MzA0Mzg4MDU0M2FkaXF6a2N4|2011-09-15|Statement of satisfaction in full or in part of mortgage or charge|Declaration of satisfaction in full or in part of a mortgage or charge /full /charge no 4||Statement of satisfaction in full or in part of mortgage or charge|https://opencorporates.com/statements/299502407|MG02|x
D|1070805|03572340|299502412|MzA0Mzg3NTI1MGFkaXF6a2N4|2011-09-15|Change of registered office address|Registered office address changed from , Purlieus Cotswald Centre, Ewen, Cirencester, Gloucestershire, GL7 6BY on 2011-09-15||Change of registered office address|https://opencorporates.com/statements/299502412|AD01|x
D|1178828|08610884|314284915|MzE0MDcyODE4M2FkaXF6a2N4|2016-01-28|Annual Accounts|Total exemption small company accounts made up to 2015-07-31||Annual Accounts|https://opencorporates.com/statements/314284915|AA|x
D|1178828|08610884|314284917|MzEyNzIxOTgwMmFkaXF6a2N4|2015-07-16|Annual Return|Annual return made up to 2015-07-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/314284917|AR01|x
D|1178828|08610884|314284919|MzExNTM4MzQ3OWFkaXF6a2N4|2015-01-14|Annual Accounts|Total exemption small company accounts made up to 2014-07-31||Annual Accounts|https://opencorporates.com/statements/314284919|AA|x
D|1178828|08610884|314284923|MzEwNDYxNDI3NWFkaXF6a2N4|2014-07-29|Annual Return|Annual return made up to 2014-07-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/314284923|AR01|x
D|1178828|08610884|314284925|MzA4MTUzOTAyM2FkaXF6a2N4|2013-07-16|Filing dated 2013-07-16|Incorporation|||https://opencorporates.com/statements/314284925|NEWINC|x
D|93476|00714208|319215883|MzEyODg1MzQzMWFkaXF6a2N4|2015-08-19|Annual Accounts|Total exemption small company accounts made up to 2015-01-31||Annual Accounts|https://opencorporates.com/statements/319215883|AA|x
D|93476|00714208|319215884|MzEyNTc2MTc1MmFkaXF6a2N4|2015-06-24|Annual Return|Annual return made up to 2015-06-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/319215884|AR01|x
D|93476|00714208|319215885|MzEwNDYxNTUzMGFkaXF6a2N4|2014-08-01|Annual Accounts|Total exemption small company accounts made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/319215885|AA|x
D|93476|00714208|319215886|MzEwMjM5MjU4OWFkaXF6a2N4|2014-06-23|Annual Return|Annual return made up to 2014-06-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/319215886|AR01|x
D|93476|00714208|319215887|MzA4MTQ0MTc2N2FkaXF6a2N4|2013-07-12|Annual Accounts|Total exemption small company accounts made up to 2013-01-31||Annual Accounts|https://opencorporates.com/statements/319215887|AA|x
D|93476|00714208|319215888|MzA4MDQzMTkyMWFkaXF6a2N4|2013-06-25|Annual Return|Annual return made up to 2013-06-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/319215888|AR01|x
D|93476|00714208|319215889|MzA1OTcyMDQ5N2FkaXF6a2N4|2012-06-25|Annual Return|Annual return made up to 2012-06-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/319215889|AR01|x
D|93476|00714208|319215890|MzA1ODkyOTE1MGFkaXF6a2N4|2012-06-11|Annual Accounts|Total exemption small company accounts made up to 2012-01-31||Annual Accounts|https://opencorporates.com/statements/319215890|AA|x
D|93476|00714208|319215891|MzA0MTkwMTMzOGFkaXF6a2N4|2011-08-10|Annual Accounts|Total exemption small company accounts made up to 2011-01-31||Annual Accounts|https://opencorporates.com/statements/319215891|AA|x
D|93476|00714208|319215892|MzA0MDEzMDkxMWFkaXF6a2N4|2011-07-08|Annual Return|Annual return made up to 2011-06-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/319215892|AR01|x
D|93476|00714208|319215895|MzAzMTYyMzIyOWFkaXF6a2N4|2011-02-03|Statement of companys objects|Statement of company's objects||Statement of companys objects|https://opencorporates.com/statements/319215895|CC04|x
D|93476|00714208|319215894|MzAzMTYyMzI0N2FkaXF6a2N4|2011-02-03|Filing dated 2011-02-03|Resolutions|||https://opencorporates.com/statements/319215894|RESOLUTIONS|x
D|93476|00714208|319215893|MzAzMTYyMzU1OGFkaXF6a2N4|2011-02-03|Notice of name or other designation of class of shares|Change of share class name or designation||Notice of name or other designation of class of shares|https://opencorporates.com/statements/319215893|SH08|x
D|93476|00714208|319215896|MzAyODcwNTQyMGFkaXF6a2N4|2010-12-13|Statement of satisfaction in full or in part of mortgage or charge|Declaration of satisfaction in full or in part of a mortgage or charge /full /charge no 2||Statement of satisfaction in full or in part of mortgage or charge|https://opencorporates.com/statements/319215896|MG02|x
D|93476|00714208|319215897|MzAyODA5OTkxN2FkaXF6a2N4|2010-12-02|Statement that part [or the whole] of the property charged (a) has been released from the charge; (b|Declaration that part of the property/undertaking: released/ceased /whole /charge no 2||Statement that part [or the whole] of the property charged (a) has been released from the charge; (b|https://opencorporates.com/statements/319215897|MG04|x
D|93476|00714208|319215898|MzAyNzIxMzgyOGFkaXF6a2N4|2010-11-18|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 4||Particulars of a mortgage or charge|https://opencorporates.com/statements/319215898|MG01|x
D|93476|00714208|319215899|MzAyNjAzNzY0N2FkaXF6a2N4|2010-10-28|Annual Accounts|Total exemption small company accounts made up to 2010-01-31||Annual Accounts|https://opencorporates.com/statements/319215899|AA|x
D|93476|00714208|319215904|MzAyMTI5NjE5M2FkaXF6a2N4|2010-08-12|Change of director's details|Director's details changed for Justin Morfoot on 2010-06-21||Change of director's details|https://opencorporates.com/statements/319215904|CH01|x
D|93476|00714208|319215903|MzAyMTI5NjE5MWFkaXF6a2N4|2010-08-12|Change of secretary's details|Secretary's details changed for William Alexander Morfoot on 2010-06-21||Change of secretary's details|https://opencorporates.com/statements/319215903|CH03|x
D|93476|00714208|319215902|MzAyMTI5NjE5NmFkaXF6a2N4|2010-08-12|Change of director's details|Director's details changed for William Alexander Morfoot on 2010-06-21||Change of director's details|https://opencorporates.com/statements/319215902|CH01|x
D|93476|00714208|319215901|MzAyMTI5NjE5OGFkaXF6a2N4|2010-08-12|Change of director's details|Director's details changed for Timothy Charles Sisson on 2010-06-21||Change of director's details|https://opencorporates.com/statements/319215901|CH01|x
D|93476|00714208|319215900|MzAyMTMxMTM1OGFkaXF6a2N4|2010-08-12|Annual Return|Annual return made up to 2010-06-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/319215900|AR01|x
D|93476|00714208|319215905|MjAzODAyMzI0NWFkaXF6a2N4|2009-07-28|Filing dated 2009-07-28|Return made up to 22/06/09; full list of members|||https://opencorporates.com/statements/319215905|363a|x
D|93476|00714208|319215906|MjAzNTkzNDMxNmFkaXF6a2N4|2009-06-26|Annual Accounts|Total exemption small company accounts made up to 2009-01-31||Annual Accounts|https://opencorporates.com/statements/319215906|AA|x
D|93476|00714208|319215907|MjAzMTAyMTAxMGFkaXF6a2N4|2009-04-21|Notice of consolidation, division, sub-division, redemption or cancellation of shares, or conversion|Div||Notice of consolidation, division, sub-division, redemption or cancellation of shares, or conversion|https://opencorporates.com/statements/319215907|122|x
D|93476|00714208|319215908|MjAxODY5OTkxM2FkaXF6a2N4|2008-11-25|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 3||Particulars of a mortgage or charge|https://opencorporates.com/statements/319215908|395|x
D|93476|00714208|319215909|MjAxMzY3Mjg3MGFkaXF6a2N4|2008-09-19|Filing dated 2008-09-19|Return made up to 22/06/08; full list of members|||https://opencorporates.com/statements/319215909|363a|x
D|93476|00714208|319215910|MjAwOTE5NzMyOWFkaXF6a2N4|2008-07-17|Filing dated 2008-07-17|Director appointed timothy charles sisson|||https://opencorporates.com/statements/319215910|288a|x
D|93476|00714208|319215911|MjAwODA5NzA2MWFkaXF6a2N4|2008-06-30|Annual Accounts|Total exemption small company accounts made up to 2008-01-31||Annual Accounts|https://opencorporates.com/statements/319215911|AA|x
D|93476|00714208|319215912|MDE4NTU0MTYwOWFkaXF6a2N4|2007-09-19|Filing dated 2007-09-19|Return made up to 22/06/07; full list of members|||https://opencorporates.com/statements/319215912|363a|x
D|71699|03683322|291887531|MzEzODEwNTQwNGFkaXF6a2N4|2015-12-22|Annual Return|Annual return made up to 2015-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/291887531|AR01|x
D|71699|03683322|244057029|MzEzMzIxODc3M2FkaXF6a2N4|2015-10-16|Annual Accounts|Total exemption small company accounts made up to 2015-04-30||Annual Accounts|https://opencorporates.com/statements/244057029|AA|x
D|71699|03683322|244057033|MzExMzY3OTQ1NGFkaXF6a2N4|2014-12-17|Annual Return|Annual return made up to 2014-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/244057033|AR01|x
D|71699|03683322|244057037|MzA5MDkwNzc5M2FkaXF6a2N4|2013-12-17|Annual Return|Annual return made up to 2013-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/244057037|AR01|x
D|71699|03683322|244057041|MzA4MjMwNjczNmFkaXF6a2N4|2013-07-29|Annual Accounts|Total exemption small company accounts made up to 2013-04-30||Annual Accounts|https://opencorporates.com/statements/244057041|AA|x
D|71699|03683322|244057044|MzA3MDc2NjQyN2FkaXF6a2N4|2013-01-08|Annual Return|Annual return made up to 2012-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/244057044|AR01|x
D|71699|03683322|244057048|MzA2MTAxODIxMmFkaXF6a2N4|2012-07-18|Annual Accounts|Total exemption small company accounts made up to 2012-04-30||Annual Accounts|https://opencorporates.com/statements/244057048|AA|x
D|71699|03683322|244057052|MzA0OTMyNzI4MGFkaXF6a2N4|2011-12-20|Annual Return|Annual return made up to 2011-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/244057052|AR01|x
D|71699|03683322|244057056|MzA0Njk0OTM5N2FkaXF6a2N4|2011-11-10|Annual Accounts|Total exemption small company accounts made up to 2011-04-30||Annual Accounts|https://opencorporates.com/statements/244057056|AA|x
D|71699|03683322|244057060|MzAzMTA1Mzc1OWFkaXF6a2N4|2011-01-25|Annual Accounts|Total exemption small company accounts made up to 2010-04-30||Annual Accounts|https://opencorporates.com/statements/244057060|AA|x
D|71699|03683322|244057064|MzAyOTIxMTU4MWFkaXF6a2N4|2010-12-22|Annual Return|Annual return made up to 2010-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/244057064|AR01|x
D|71699|03683322|244057067|MzAwODE0MTY1MGFkaXF6a2N4|2010-01-28|Annual Accounts|Total exemption small company accounts made up to 2009-04-30||Annual Accounts|https://opencorporates.com/statements/244057067|AA|x
D|71699|03683322|244057070|MzAwNzYyNzY4MmFkaXF6a2N4|2010-01-21|Annual Return|Annual return made up to 2009-12-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/244057070|AR01|x
D|71699|03683322|244057072|MzAwNzYyNjY5OWFkaXF6a2N4|2010-01-21|Change of director's details|Director's details changed for Lionel David Manning on 2009-12-15||Change of director's details|https://opencorporates.com/statements/244057072|CH01|x
D|71699|03683322|244057078|MzAwNzYyNjcwMmFkaXF6a2N4|2010-01-21|Change of director's details|Director's details changed for Paul Manning on 2009-12-15||Change of director's details|https://opencorporates.com/statements/244057078|CH01|x
D|71699|03683322|244057080|MjAzMzUzOTU1NWFkaXF6a2N4|2009-05-22|Filing dated 2009-05-22|Registered office changed on 22/05/2009 from the gables old market street thetford norfolk IP24 2EN|||https://opencorporates.com/statements/244057080|287|x
D|71699|03683322|244057083|MjAyMjgyMDc2N2FkaXF6a2N4|2009-01-08|Filing dated 2009-01-08|Return made up to 15/12/08; full list of members|||https://opencorporates.com/statements/244057083|363a|x
D|71699|03683322|244057086|MjAxMTU2NDkyM2FkaXF6a2N4|2008-08-21|Annual Accounts|Total exemption small company accounts made up to 2008-04-30||Annual Accounts|https://opencorporates.com/statements/244057086|AA|x
D|71699|03683322|244057089|MjAwMDUzNzY5NGFkaXF6a2N4|2008-02-29|Annual Accounts|Total exemption small company accounts made up to 2007-04-30||Annual Accounts|https://opencorporates.com/statements/244057089|AA|x
D|71699|03683322|244057092|MDE4OTQ0MjQ1OGFkaXF6a2N4|2007-12-21|Filing dated 2007-12-21|Return made up to 15/12/07; full list of members|||https://opencorporates.com/statements/244057092|363a|x
D|71699|03683322|244057094|MDE3Njg1Mzg0MWFkaXF6a2N4|2007-03-02|Annual Accounts|Total exemption small company accounts made up to 2006-04-30||Annual Accounts|https://opencorporates.com/statements/244057094|AA|x
D|71699|03683322|244057097|MDE3MzgyOTYzN2FkaXF6a2N4|2007-01-05|Filing dated 2007-01-05|Return made up to 15/12/06; full list of members|||https://opencorporates.com/statements/244057097|363a|x
D|71699|03683322|244057100|MDE3MzgzMTI1MmFkaXF6a2N4|2007-01-05|Filing dated 2007-01-05|Secretary's particulars changed;director's particulars changed|||https://opencorporates.com/statements/244057100|288c|x
D|71699|03683322|244057102|MDE2NTg0NjU2NmFkaXF6a2N4|2006-09-15|Filing dated 2006-09-15|Director's particulars changed|||https://opencorporates.com/statements/244057102|288c|x
D|71699|03683322|244057104|MDAxMzE2ODMxOGFkaXF6a2N4|2006-01-18|Filing dated 2006-01-18|Return made up to 15/12/05; full list of members|||https://opencorporates.com/statements/244057104|363s|x
D|71699|03683322|244057106|MDEwNDYzNzc3NWFkaXF6a2N4|2005-12-28|Annual Accounts|Total exemption small company accounts made up to 2005-04-30||Annual Accounts|https://opencorporates.com/statements/244057106|AA|x
D|71699|03683322|244057108|MDA1ODU4NzM1MWFkaXF6a2N4|2005-02-22|Annual Accounts|Total exemption small company accounts made up to 2004-04-30||Annual Accounts|https://opencorporates.com/statements/244057108|AA|x
D|71699|03683322|244057110|MDA0NzQ3NTg3MGFkaXF6a2N4|2005-01-10|Filing dated 2005-01-10|Return made up to 15/12/04; full list of members|||https://opencorporates.com/statements/244057110|363s|x
D|71699|03683322|244057112|MDA1NTk3NzkyMWFkaXF6a2N4|2004-05-29|Particulars of a mortgage or charge|Particulars of mortgage/charge||Particulars of a mortgage or charge|https://opencorporates.com/statements/244057112|395|x
D|71699|03683322|244057113|MDA0MTQzMTQ1MGFkaXF6a2N4|2003-12-30|Filing dated 2003-12-30|Return made up to 15/12/03; full list of members|||https://opencorporates.com/statements/244057113|363s|x
D|75162|04471269|315499107|MzEyNzE4NDQ1MWFkaXF6a2N4|2015-07-16|Annual Return|Annual return made up to 2015-06-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/315499107|AR01|x
D|75162|04471269|315499108|MzEyMzIyMDY5M2FkaXF6a2N4|2015-05-20|Annual Accounts|Total exemption full accounts made up to 2014-06-30||Annual Accounts|https://opencorporates.com/statements/315499108|AA|x
D|75162|04471269|315499109|MzEwMzgzNjE5OWFkaXF6a2N4|2014-07-16|Annual Return|Annual return made up to 2014-06-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/315499109|AR01|x
D|75162|04471269|315499110|MzA5NzQxNzgxMmFkaXF6a2N4|2014-04-01|Annual Accounts|Total exemption full accounts made up to 2013-06-30||Annual Accounts|https://opencorporates.com/statements/315499110|AA|x
D|75162|04471269|315499111|MzA4MTg3MDEwN2FkaXF6a2N4|2013-07-22|Annual Return|Annual return made up to 2013-06-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/315499111|AR01|x
D|75162|04471269|315499112|MzA3NTk4MjI1NGFkaXF6a2N4|2013-04-10|Annual Accounts|Total exemption full accounts made up to 2012-06-30||Annual Accounts|https://opencorporates.com/statements/315499112|AA|x
D|75162|04471269|315499113|MzA2MTMyODU0OGFkaXF6a2N4|2012-07-25|Annual Return|Annual return made up to 2012-06-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/315499113|AR01|x
D|75162|04471269|315499114|MzA1NDgzNDE1MGFkaXF6a2N4|2012-03-27|Annual Accounts|Total exemption full accounts made up to 2011-06-30||Annual Accounts|https://opencorporates.com/statements/315499114|AA|x
D|75162|04471269|315499115|MzA0MDc3NTA1MmFkaXF6a2N4|2011-07-21|Annual Return|Annual return made up to 2011-06-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/315499115|AR01|x
D|75162|04471269|315499116|MzAzNDcyNDMwOWFkaXF6a2N4|2011-03-30|Annual Accounts|Total exemption full accounts made up to 2010-06-30||Annual Accounts|https://opencorporates.com/statements/315499116|AA|x
D|75162|04471269|315499119|MzAxOTYxNjk0M2FkaXF6a2N4|2010-07-15|Change of secretary's details|Secretary's details changed for Freda Ann Groome on 2010-06-26||Change of secretary's details|https://opencorporates.com/statements/315499119|CH03|x
D|75162|04471269|315499118|MzAxOTYxNjk0NGFkaXF6a2N4|2010-07-15|Change of director's details|Director's details changed for Timothy David Groome on 2010-06-26||Change of director's details|https://opencorporates.com/statements/315499118|CH01|x
D|75162|04471269|315499117|MzAxOTYxNjk4OWFkaXF6a2N4|2010-07-15|Annual Return|Annual return made up to 2010-06-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/315499117|AR01|x
D|75162|04471269|315499121|MzAxMzU1NDI5NmFkaXF6a2N4|2010-04-15|Annual Accounts|Total exemption full accounts made up to 2009-06-30||Annual Accounts|https://opencorporates.com/statements/315499121|AA|x
D|75162|04471269|315499122|MjAzOTY0NTAzMmFkaXF6a2N4|2009-08-20|Filing dated 2009-08-20|Return made up to 27/06/09; full list of members|||https://opencorporates.com/statements/315499122|363a|x
D|75162|04471269|315499123|MjAzODk3NzU5MGFkaXF6a2N4|2009-08-11|Filing dated 2009-08-11|Director's change of particulars / timothy groome / 06/07/2009|||https://opencorporates.com/statements/315499123|288c|x
D|75162|04471269|315499125|MjAzMjI5OTIzMmFkaXF6a2N4|2009-05-06|Annual Accounts|Total exemption full accounts made up to 2008-06-30||Annual Accounts|https://opencorporates.com/statements/315499125|AA|x
D|75162|04471269|315499126|MjAxMjEwOTgzNmFkaXF6a2N4|2008-08-29|Filing dated 2008-08-29|Return made up to 27/06/08; no change of members|||https://opencorporates.com/statements/315499126|363s|x
D|75162|04471269|315499127|MjAwNjM0MDExMmFkaXF6a2N4|2008-05-30|Annual Accounts|Total exemption full accounts made up to 2007-06-30||Annual Accounts|https://opencorporates.com/statements/315499127|AA|x
D|75162|04471269|315499129|MDE4MzQ1MDQ5OWFkaXF6a2N4|2007-08-01|Filing dated 2007-08-01|Return made up to 27/06/07; no change of members|||https://opencorporates.com/statements/315499129|363s|x
D|75162|04471269|315499130|MDE3NzcwMzY4OWFkaXF6a2N4|2007-03-29|Annual Accounts|Total exemption full accounts made up to 2006-06-30||Annual Accounts|https://opencorporates.com/statements/315499130|AA|x
D|75162|04471269|315499131|MDE2MzMzNzE2MmFkaXF6a2N4|2006-07-11|Filing dated 2006-07-11|Return made up to 27/06/06; full list of members|||https://opencorporates.com/statements/315499131|363s|x
D|75162|04471269|315499132|MDE1ODQxMTE1NmFkaXF6a2N4|2006-03-31|Annual Accounts|Total exemption full accounts made up to 2005-06-30||Annual Accounts|https://opencorporates.com/statements/315499132|AA|x
D|75162|04471269|315499134|MDAzMTExMjg3MWFkaXF6a2N4|2005-06-30|Filing dated 2005-06-30|Return made up to 27/06/05; full list of members|||https://opencorporates.com/statements/315499134|363s|x
D|75162|04471269|315499136|MDA5Mjg1NzI1MWFkaXF6a2N4|2005-06-01|Annual Accounts|Total exemption full accounts made up to 2004-06-30||Annual Accounts|https://opencorporates.com/statements/315499136|AA|x
D|75162|04471269|315499137|MDAyOTY5NTg3M2FkaXF6a2N4|2004-09-08|Filing dated 2004-09-08|Return made up to 27/06/04; full list of members|||https://opencorporates.com/statements/315499137|363s|x
D|75162|04471269|315499138|MDE0OTQ4ODQ4MGFkaXF6a2N4|2004-07-13|Annual Accounts|Total exemption full accounts made up to 2003-06-30||Annual Accounts|https://opencorporates.com/statements/315499138|AA|x
D|75162|04471269|315499139|MDA0NzA5NzAyN2FkaXF6a2N4|2003-07-11|Filing dated 2003-07-11|Return made up to 27/06/03; full list of members|||https://opencorporates.com/statements/315499139|363s|x
D|75162|04471269|315499140|MDAyMjY5OTI3NWFkaXF6a2N4|2002-09-26|Filing dated 2002-09-26|Director resigned|||https://opencorporates.com/statements/315499140|288b|x
D|75162|04471269|315499142|MDExNzU1NDE2OWFkaXF6a2N4|2002-08-22|Filing dated 2002-08-22|New secretary appointed|||https://opencorporates.com/statements/315499142|288a|x
D|186099|0381800|154322963|MzEyOTMzOTc2NWFkaXF6a2N4|2015-08-25|Annual Accounts|Accounts for a small company made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/154322963|AA|x
D|186099|0381800|223674333|MzEyOTMzOTc2NWFkaXF6a2N4|2015-08-25|Annual Accounts|Accounts for a small company made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/223674333|AA|x
D|186099|0381800|223674335|MzEyMzAwMjExMmFkaXF6a2N4|2015-05-12|Annual Return|Annual return made up to 2015-04-17 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223674335|AR01|x
D|186099|0381800|154322965|MzEyMzAwMjExMmFkaXF6a2N4|2015-05-12|Annual Return|Annual return made up to 2015-04-17 with full list of shareholders||Annual Return|https://opencorporates.com/statements/154322965|AR01|x
D|186099|0381800|154322972|MzExMjc3OTgxNGFkaXF6a2N4|2014-12-04|Appointment of director|Appointment of Mr Ralph Michael Sydney Saunders as a director on 2014-12-03||Appointment of director|https://opencorporates.com/statements/154322972|AP01|x
D|186099|0381800|223674344|MzExMjc3OTgxNGFkaXF6a2N4|2014-12-04|Appointment of director|Appointment of Mr Ralph Michael Sydney Saunders as a director on 2014-12-03||Appointment of director|https://opencorporates.com/statements/223674344|AP01|x
D|186099|0381800|223674342|MzExMjc4MDE1NGFkaXF6a2N4|2014-12-04|Termination of appointment of director |Termination of appointment of Peter Smith as a director on 2014-12-03||Termination of appointment of director |https://opencorporates.com/statements/223674342|TM01|x
