supplier_name,org_type,total_spend,YYYY
HOLLYBUSH HEALTHCARE LTD,SMALL BUSINESS,755639.380000002,2012
ACTION PLAY AND LEISURE LTD,SMALL BUSINESS,4900,2014
MIND (THE NATIONAL ASSOCIATION FOR MENTAL HEALTH),MEDIUM / LARGE,1174442.44,2011
MOTT MACDONALD LIMITED,MEDIUM / LARGE,2226947.78,2013
UNIHEALTH LIMITED,NOT DEFINED,173768.88,2013
4SPORTS & ENTERTAINMENT UK LIMITED,MEDIUM / LARGE,32400.22,2011
SOPHTLOGIC LIMITED,SMALL BUSINESS,1000,2011
CHG-MERIDIAN COMPUTER LEASING UK LIMITED,MEDIUM / LARGE,120000,2011
U.P.S SYSTEMS PLC,MEDIUM / LARGE,18131.04,2012
GREAT YARMOUTH GLASS LIMITED,SMALL BUSINESS,3278.22,2011
COMMERCIAL GAS SOLUTIONS LIMITED,SMALL BUSINESS,8962,2012
WOODWAY ENGINEERING LIMITED,MEDIUM / LARGE,5646,2013
LANTRA AWARDS LIMITED,MEDIUM / LARGE,1214.4,2011
AUDIOGO LIMITED,MEDIUM / LARGE,11089.14,2013
ADVANCED PLASTIC  TECHNOLOGY LIMITED,SMALL BUSINESS,2082.72,2011
SANFORD HOUSE LIMITED,MEDIUM / LARGE,123325.84,2013
PLATINUM CARS (BOURNEMOUTH) LIMITED,SMALL BUSINESS,40075.9,2014
MARSHLAND FEN FARMING COMPANY LIMITED,SMALL BUSINESS,237397.44,2011
A K CHEMISTS LIMITED,SMALL BUSINESS,2070,2013
B D & H LIMITED,SMALL BUSINESS,2876,2011
FOSTER CARE ASSOCIATES LIMITED,MEDIUM / LARGE,3521833.81999998,2012
GLOBAL FOODSERVICE EQUIPMENT LIMITED,SMALL BUSINESS,3849.98,2011
B C PUBLICATIONS LIMITED,MEDIUM / LARGE,2000,2012
REYNOLDS COACHES LIMITED,SMALL BUSINESS,773515.96,2012
AVCO SYSTEMS LIMITED,MEDIUM / LARGE,37280,2012
CRAEGMOOR FACILITIES COMPANY LIMITED,MEDIUM / LARGE,102081.08,2011
HERITAGE INTERACTIVE LTD,SMALL BUSINESS,979,2013
POTCLAYS LIMITED,SMALL BUSINESS,4001.76,2011
BLAZIE ENGINEERING LIMITED,SMALL BUSINESS,4300,2011
COMMUNITY MUSIC EAST LIMITED,SMALL BUSINESS,53970,2011
CADTEK SYSTEMS LIMITED,SMALL BUSINESS,7800,2011
JOHN YOUNGS LIMITED,MEDIUM / LARGE,171340,2014
KINGKRAFT LIMITED,SMALL BUSINESS,3985.2,2012
EUCLID LIMITED,MEDIUM / LARGE,62209.48,2014
WATERRA (UK) LIMITED,,4221,2012
EAST BILNEY COACHWORKS LIMITED,SMALL BUSINESS,1051,2014
METTLER-TOLEDO LIMITED,MEDIUM / LARGE,29674,2013
EAST ANGLIAN STONE LIMITED,SMALL BUSINESS,2611.28,2012
STULEE LIMITED,SMALL BUSINESS,4000,2013
IHS GLOBAL LIMITED,MEDIUM / LARGE,11460,2012
BRIAR SERVICES LTD.,SMALL BUSINESS,1087.66,2014
GRAHAM'S TAXIS (NORFOLK) LTD,SMALL BUSINESS,21467.9,2013
GENESIS RESIDENTIAL HOME,,237321.5,2013
THE NORFOLK INITIATIVE STEINER SCHOOL,CHARITY,3111.64,2014
VOLKSWAGEN GROUP UNITED KINGDOM LIMITED,MEDIUM / LARGE,7137.68,2014
DATASOLVE SOFTWARE LIMITED,SMALL BUSINESS,1775,2011
SIEMENS PUBLIC LIMITED COMPANY,MEDIUM / LARGE,253196,2011
MAZARS LLP,MEDIUM / LARGE,4000,2013
LIGHTBOX ARCHITECTURE LIMITED,NOT DEFINED,49966.74,2012
LGG CHARLESWORTH LIMITED,SMALL BUSINESS,4010,2011
MORLEIGH LIMITED,MEDIUM / LARGE,14524.8,2014
KADESH EDUCATION LTD,SMALL BUSINESS,77500,2011
STOPFORD INFORMATION SYSTEMS LIMITED,SMALL BUSINESS,18030,2011
YORKSHIRE ADOPTION AGENCY LTD,MEDIUM / LARGE,36000,2012
GOODMAN NASH LIMITED,SMALL BUSINESS,4624.78,2011
ART MOVE LIMITED,SMALL BUSINESS,2440,2013
WEBSURE OFFICE LTD.,NOT DEFINED,1990,2011
KEMPS PLACE,,126661.34,2012
PHOENIX FORENSIC CONSULTANTS LIMITED,MEDIUM / LARGE,2460.66,2012
L.E.C. MARINE (KLYNE) LIMITED,SMALL BUSINESS,3490.1,2011
FREESTONES COACHES LIMITED,MEDIUM / LARGE,176701.62,2013
MONARCH ACOUSTICS LIMITED,MEDIUM / LARGE,1160,2011
ALTIA SOLUTIONS LIMITED,SMALL BUSINESS,2720,2013
HOBSON ASSOCIATES LIMITED,SMALL BUSINESS,1036,2012
LAUREL LODGE CARE HOME,,116295.82,2014
CODELOCKS LIMITED,SMALL BUSINESS,1060,2011
ANGLIAN CARPETS LIMITED,SMALL BUSINESS,1176,2012
ST. EDMUNDS FINANCE LIMITED,SMALL BUSINESS,34667.1,2011
FIL PENSIONS MANAGEMENT,MEDIUM / LARGE,967.96,2014
SOUTHERN ELECTRICAL CONTRACTORS LTD,SMALL BUSINESS,5792.34,2012
DIG CONTRACTORS LIMITED,SMALL BUSINESS,416205,2012
FREELANCE CREATIVE ARTWORKERS LIMITED,NOT DEFINED,15979.92,2013
BMC EAST LIMITED,SMALL BUSINESS,288530.74,2011
THE PRESCRIPTION TRAINING COMPANY LIMITED,SMALL BUSINESS,216885.24,2012
WHITELEA LIMITED,NOT DEFINED,1556,2011
GATENBYSANDERSON LIMITED,MEDIUM / LARGE,81150,2013
MIKE AYRES DESIGN LIMITED,SMALL BUSINESS,1092.94,2011
KNOSSINGTON GRANGE SCHOOL LIMITED,MEDIUM / LARGE,35656.94,2013
FREDERICK FOLLOWS LIMITED,SMALL BUSINESS,1028.74,2013
NORTHGATE VEHICLE HIRE (EAST ANGLIA) LIMITED,MEDIUM / LARGE,73054.48,2012
SOFTWARE AG (UK) LIMITED,MEDIUM / LARGE,35910,2012
BUSINESS SOLUTIONS (QUALITY AND TRAINING) LIMITED,SMALL BUSINESS,12000,2011
MICROFORMAT (UK) LIMITED,MEDIUM / LARGE,14009.48,2012
METEORA AIR SERVICES LTD,NOT DEFINED,2700,2011
BURDETT-SMITH ASSOCIATES LIMITED,SMALL BUSINESS,1200,2013
CORTON HOUSE LIMITED,NOT DEFINED,223109.24,2014
P V TRAINING LTD,SMALL BUSINESS,2298,2012
THE SIGNALONG GROUP,CHARITY,1541.2,2011
ACCEPTUS HEALTHCARE LIMITED,SMALL BUSINESS,133386.74,2012
NORWICH ACCOMMODATION LTD,SMALL BUSINESS,7880,2013
GENESIS RESIDENTIAL CARE HOME LIMITED,SMALL BUSINESS,66719.68,2013
THE NATIONAL FOSTERING AGENCY LIMITED,MEDIUM / LARGE,11117698.2200002,2012
AGE UK NORFOLK LIMITED,NOT DEFINED,3415188.26,2011
REGAL CARE HOMES LTD,MEDIUM / LARGE,38548,2011
GRACE BRIDGE LIMITED,SMALL BUSINESS,31360,2014
UCAS MEDIA LIMITED,MEDIUM / LARGE,2000,2012
ARCHER SIGNS AND PANELS LIMITED,SMALL BUSINESS,1009.44,2013
AP CONSULTANCY (ANGLIA) LIMITED,SMALL BUSINESS,1200,2011
FERNDALE HEALTHCARE LIMITED,SMALL BUSINESS,46738.12,2011
CCS MEDIA LIMITED,MEDIUM / LARGE,1382.28,2014
MARGARY & MILLER LIMITED,NOT DEFINED,1495.26,2011
XP SOLUTIONS SOFTWARE LIMITED,SMALL BUSINESS,2781.8,2011
.BIG YELLOW SELF STORAGE COMPANY LIMITED,MEDIUM / LARGE,1591.2,2011
BELGRAVE HOUSE,,603272.48,2013
CARE UK HOMECARE LIMITED,MEDIUM / LARGE,1398485.94,2013
"ERNEST DOE & SONS,LIMITED",MEDIUM / LARGE,3067.92,2012
ACT NOW TRAINING LIMITED,SMALL BUSINESS,2940,2013
BLACKBURNS (HARLESTON) LIMITED,MEDIUM / LARGE,103819.04,2012
BRECKLAND ORCHARD LTD,SMALL BUSINESS,7127.36,2011
MLM CONSULTING ENGINEERS LIMITED,MEDIUM / LARGE,12000,2011
PLB PROJECTS LTD,SMALL BUSINESS,17837.5,2011
BRUNSWICK HOUSE CARE HOME LIMITED,NOT DEFINED,1474416.71999999,2012
TINDLE RADIO HOLDINGS LIMITED,MEDIUM / LARGE,30548,2012
PROFESSIONAL CABLING SOLUTIONS LIMITED,SMALL BUSINESS,668272.02,2012
SAXLINGHAM HALL NURSING HOME LIMITED,SMALL BUSINESS,90951.48,2011
WHITSANDS DAY NURSERY LTD,SMALL BUSINESS,2000,2011
GLENDON HOUSE,,650775.420000001,2014
MILLAR WEST LIMITED,SMALL BUSINESS,322137.02,2014
D.& H.HARROD(COACHES)LIMITED,SMALL BUSINESS,503464.08,2012
KINGFISHER PRESS LIMITED,SMALL BUSINESS,4968,2011
KINGFISHER FOSTERING LIMITED,SMALL BUSINESS,74206.92,2011
NORSERVE LIMITED,SMALL BUSINESS,2079.4,2013
JOSEPH HOUSE (REEDHAM) LIMITED,SMALL BUSINESS,711881.820000001,2014
ELITE CABS LIMITED,SMALL BUSINESS,246519.66,2014
READ - THE READING AGENCY,MEDIUM / LARGE,20126.62,2014
MORTON'S TRADITIONAL TASTE LTD,SMALL BUSINESS,60541.94,2012
FCC RECYCLING (UK) LIMITED,MEDIUM / LARGE,7400987.20000001,2014
INTELLIVIEW SOLUTIONS LIMITED,SMALL BUSINESS,100000,2011
BRINE SOFTWARE LTD,SMALL BUSINESS,6900,2011
COOKS BLINDS AND SHUTTERS LIMITED,SMALL BUSINESS,6221.28,2013
UNITED HEALTH LIMITED,MEDIUM / LARGE,41462.86,2011
STORIES AND STUFF LIMITED,,20430,2013
READ TIMBER LIMITED,SMALL BUSINESS,8251,2011
ASKEWS AND HOLTS LIBRARY SERVICES LTD.,MEDIUM / LARGE,482349.22,2012
CAPITA IB SOLUTIONS (UK) LIMITED,MEDIUM / LARGE,188.4,2014
GENTLE FOLK COMMUNITY CARE LTD,NOT DEFINED,10151.34,2012
POULTEC TRAINING LIMITED,SMALL BUSINESS,331192,2011
ABACUS 1 (UK) LTD,SMALL BUSINESS,19391.4,2013
SEA & SEA LIMITED,SMALL BUSINESS,938.4,2012
CARE4KIDZ LIMITED,SMALL BUSINESS,7030,2013
HAYMARKET PUBLISHING SERVICES LIMITED,MEDIUM / LARGE,2808.2,2011
CARL BIRD LIMITED,SMALL BUSINESS,4946.92,2013
EASTERN WINDOWS AND DOORS LIMITED,SMALL BUSINESS,3200,2014
PEARSON EDUCATION LIMITED,MEDIUM / LARGE,245102.42,2012
SURGICHEM LIMITED,MEDIUM / LARGE,14650.1,2012
NORFOLK TRAINING SERVICES LIMITED,SMALL BUSINESS,72433.9,2012
R.HART CARE LIMITED,SMALL BUSINESS,93051.42,2011
CANARY EXPRESS TAXIS AND COURIERS LIMITED,SMALL BUSINESS,338557.02,2014
ANGLIA AIR CONDITIONING LIMITED,SMALL BUSINESS,11856.52,2014
H.SEMMENCE & CO. LIMITED,SMALL BUSINESS,456558.34,2014
EAST COAST DIESEL LIMITED,SMALL BUSINESS,1971.58,2014
WOODSTOCK CARE HOME LIMITED,,844679.76,2013
G & J BIRCHAM LIMITED,SMALL BUSINESS,11894,2011
HUNT HEALTH CARE LIMITED,SMALL BUSINESS,16399.6,2013
ADRIS (2014) LIMITED,SMALL BUSINESS,3690,2012
CARE ELITE,,38880.84,2013
JARK HEALTHCARE SERVICES LIMITED,MEDIUM / LARGE,5569.2,2013
THE ERNEST LUFF HOMES,CHARITY,57600,2014
A.& W.CUSHION LIMITED,SMALL BUSINESS,5142.8,2012
G J BECKETT AND ASSOCIATES LIMITED,SMALL BUSINESS,2715,2012
SOLCHAR LIMITED,SMALL BUSINESS,8790.08,2012
FENLAND ADAPTIONS LIMITED,,63896.44,2011
BARTEK UK LTD,NOT DEFINED,1285.98,2014
MORSE WATCHMANS (UK) LIMITED,SMALL BUSINESS,4970.16,2012
QUALITY & EQUALITY LIMITED,SMALL BUSINESS,1200,2012
UNITAX UTILITIES LIMITED,SMALL BUSINESS,107740.4,2014
2CS COMMUNICATIONS LIMITED,MEDIUM / LARGE,14320,2012
MICROBUS LIMITED,MEDIUM / LARGE,29600,2011
ELEDECKS LIMITED,SMALL BUSINESS,996,2014
STRUTT & PARKER 2014 LIMITED,,3125,2012
GSE RESIDENTIAL LIMITED,SMALL BUSINESS,215199.34,2014
EASTERN TELEPHONES LIMITED,SMALL BUSINESS,24344.9,2011
MILBURY SERVICES LTD,SMALL BUSINESS,2939638.84,2011
FOSTERING SOLUTIONS LIMITED,MEDIUM / LARGE,684463.82,2014
PERSONAL STRENGTHS (UK) LIMITED,SMALL BUSINESS,1883,2011
STONE COMPUTERS LIMITED,MEDIUM / LARGE,857614.06,2011
ROUTESPEK COACH HIRE LIMITED,SMALL BUSINESS,75156.4,2014
RM DISPLAY SYSTEMS LIMITED,NOT DEFINED,1196023.96,2011
ASPIRE CARE LTD,SMALL BUSINESS,1947086.64,2012
FUNKY FITNESS AND FUN CIC,NOT DEFINED,8720,2012
STANNAH LIFT SERVICES LIMITED,MEDIUM / LARGE,123661.18,2011
CULTURE WORKS (EAST) LTD.,SMALL BUSINESS,20106.16,2011
MAS SERVICES (EAST ANGLIA) LIMITED,SMALL BUSINESS,121340.72,2013
WESTMINSTER HOMECARE LIMITED,MEDIUM / LARGE,1141291.42,2012
PANKS ENGINEERS LTD.,SMALL BUSINESS,35777.16,2012
LONGWATER (GRAVEL) COMPANY LIMITED(THE),SMALL BUSINESS,4252.56,2011
BT CONTRACT RENTALS LTD.,NOT DEFINED,2455.2,2011
BRECKLAND INDUSTRIAL LIMITED,SMALL BUSINESS,2954,2012
CHELFHAM SENIOR SCHOOL LIMITED,NOT DEFINED,641712.819999999,2012
NIGHTINGALE TRAINING & CARE SERVICES LTD,SMALL BUSINESS,289494.64,2012
SWALLOWTAIL PRINT LIMITED,NOT DEFINED,291,2014
ON TRACK EDUCATION SERVICES LIMITED,SMALL BUSINESS,187280,2011
FABER ROOFING LIMITED,SMALL BUSINESS,199800.9,2012
FLOGAS BRITAIN LIMITED,MEDIUM / LARGE,1076.52,2014
DRIVE MEDICAL LIMITED,MEDIUM / LARGE,236954.4,2012
PHONOGRAPHIC PERFORMANCE LIMITED,MEDIUM / LARGE,4666.42,2011
SUNNYVIEW HOUSE,,18920,2012
EUROHYPO INVESTMENT BANKING LIMITED,MEDIUM / LARGE,532910.96,2012
ROADART LTD,SMALL BUSINESS,18448.54,2012
PACE FUELCARE LIMITED,MEDIUM / LARGE,451153,2011
SITA METAL RECYCLING LIMITED,MEDIUM / LARGE,1495.6,2013
MISWELL DESIGN COMPANY LIMITED,SMALL BUSINESS,5950,2014
TRIBE 160 LIMITED,,13352,2014
ACANTHUS HEALTH CARE LIMITED,SMALL BUSINESS,159255.64,2014
WYMONDHAM COLLEGE,EDUCATION,213.76,2014
CENTRAL (HIGH RISE) LIMITED,SMALL BUSINESS,15228,2012
HALLMARK HEALTHCARE LIMITED,NOT DEFINED,3587352.23999999,2011
55 GREEK STREET SURVEYING LLP,SMALL BUSINESS,1816,2011
SPECIALIST COMPUTER CENTRES PLC,MEDIUM / LARGE,16906.92,2014
REFERENCELINE LIMITED,SMALL BUSINESS,29000,2012
MRS PROPERTY DEVELOPMENT LTD,NOT DEFINED,1800,2013
ARH GROUNDWORKS LIMITED,SMALL BUSINESS,13148,2013
PARKVIEW CARE HOMES LIMITED,SMALL BUSINESS,20217.84,2013
COUNTRY RETIREMENT & NURSING HOMES LTD,MEDIUM / LARGE,611262.899999999,2011
THE DELL CARE HOME LIMITED,,11968,2014
CONSENSUS (2013) LIMITED,NOT DEFINED,862473.019999999,2012
STONE HOUSE HOME LIMITED(THE),SMALL BUSINESS,33024.52,2012
INFOGRAPHICS UK LTD.,SMALL BUSINESS,112321.86,2012
LG TAXIS (CROMER) LTD,SMALL BUSINESS,41597.68,2014
LAW CONSULTANTS (BWF) LIMITED,NOT DEFINED,3423.1,2014
OPTELEC LIMITED,SMALL BUSINESS,17810.2,2012
VENTURE FINANCE PLC,NOT DEFINED,3437.9,2011
RBS INVOICE FINANCE LIMITED,MEDIUM / LARGE,1100,2012
PEOPLE 2 KEEP LIMITED,SMALL BUSINESS,175704,2011
BROADLANDS HALL LIMITED,SMALL BUSINESS,1215814.78,2012
FARRANS (CONSTRUCTION) LIMITED,NOT DEFINED,184024.06,2014
HYMANS ROBERTSON LLP,MEDIUM / LARGE,608760,2013
BRAINTREE HEALTHCARE LIMITED,SMALL BUSINESS,167897.14,2011
ABBEVILLE RESIDENTIAL CARE HOME,,236617.160000001,2013
MENTAL HEALTH CARE (U.K) LIMITED,MEDIUM / LARGE,230523.64,2012
W.H. BENCE (COACHWORKS) LIMITED,MEDIUM / LARGE,1683040,2013
ANACO AIR CONDITIONING LIMITED,SMALL BUSINESS,18497.42,2011
CORY ENVIRONMENTAL MANAGEMENT LIMITED,MEDIUM / LARGE,7065.56,2011
DEVAGLADE LIMITED,MEDIUM / LARGE,2183948.96000001,2011
WESTWARD CARE HOMES LIMITED,SMALL BUSINESS,1294092.76,2014
ENGLISH BROTHERS LIMITED,SMALL BUSINESS,481,2014
FUCHS LUBRICANTS (UK) PLC,MEDIUM / LARGE,2584,2012
SLANTEDDANCE (CLASSES) LTD,,2980,2013
PEBBLES CHILDREN AND FAMILY SERVICES,SMALL BUSINESS,105555.58,2012
PRIORY GROUP LIMITED,MEDIUM / LARGE,48470.4,2014
ROYAL MAIL GROUP LIMITED,MEDIUM / LARGE,14600,2012
ADVANCE VEHICLE RENTAL LIMITED,SMALL BUSINESS,19968,2011
KONICA MINOLTA BUSINESS SOLUTIONS EAST LIMITED,MEDIUM / LARGE,24287.34,2013
R. G. CARTER THETFORD LIMITED,MEDIUM / LARGE,14512.52,2012
NIELSEN BOOK SERVICES LIMITED,MEDIUM / LARGE,27737,2012
BISHOP'S MOVE LIMITED,NOT DEFINED,14800,2012
SHAW HEALTHCARE (DE MONTFORT) LIMITED,MEDIUM / LARGE,73692,2011
FRIMSTONE LIMITED,MEDIUM / LARGE,21056.42,2012
BAYFIELD FARMS LIMITED,SMALL BUSINESS,66291,2012
PROLET PROPERTY SERVICES LTD,NOT DEFINED,9200,2011
MAYFAIR MARQUEES LIMITED,SMALL BUSINESS,1700,2011
PITNEY BOWES LIMITED,MEDIUM / LARGE,18877.56,2012
ENCYCLOPAEDIA BRITANNICA (UK) LIMITED,MEDIUM / LARGE,17010,2011
CLEANSING SERVICE GROUP LIMITED,MEDIUM / LARGE,45974.76,2011
CLOVER CHILDCARE SERVICES LIMITED,SMALL BUSINESS,1030556.42,2011
MISCO COMPUTER SUPPLIES LIMITED,NOT DEFINED,166361.14,2011
RICHARDS COACHES LIMITED,SMALL BUSINESS,490831.18,2012
SPROWSTON MANOR HOTEL LIMITED,NOT DEFINED,13282.5,2012
HOWARDS RESIDENTIAL HOME,,15714.28,2011
LEEWAY DOMESTIC VIOLENCE & ABUSE SERVICES,MEDIUM / LARGE,66220,2012
MICHAEL AUBREY PARTNERSHIP LIMITED,SMALL BUSINESS,1080,2012
ANDREW FREDERICK CARE LIMITED,MEDIUM / LARGE,4165146.07999998,2011
UR CHOICE CARE LIMITED,,25265.26,2013
IVYDENE RESIDENTIAL HOME,,507386.800000001,2013
THE OLD RECTORY HOTEL & DINERS CLUB (DENTON) LIMITED,NOT DEFINED,2634.52,2011
ANGLIA MAINTENANCE SERVICES LIMITED,MEDIUM / LARGE,8956.74,2011
BARTRAM MOWERS LIMITED,SMALL BUSINESS,9322.66,2012
EXCEL 2000,CHARITY,3000,2011
KLAIR HOUSE LTD,SMALL BUSINESS,657089.8,2013
SUNLINE CURTAINS AND BLINDS LIMITED,SMALL BUSINESS,29106.2,2012
CAMBIAN AUTISM SERVICES LIMITED,MEDIUM / LARGE,93740.4,2014
STAFFORDSHIRE NEWSPAPERS LTD.,MEDIUM / LARGE,2461.6,2012
LAKESHORE HEALTHCARE LIMITED,SMALL BUSINESS,202594.44,2014
KEYNETIX LIMITED,SMALL BUSINESS,1608.64,2011
S V HARVEY & SON LTD,SMALL BUSINESS,9082,2014
SPINNINGTOP PRODUCTIONS LIMITED,SMALL BUSINESS,4500,2011
BIDWELLS HOLDINGS LTD,MEDIUM / LARGE,6944,2012
LUCAS & WYLLYS LIMITED,NOT DEFINED,342129.98,2012
HABILIS OPERATIONS LIMITED,MEDIUM / LARGE,23552,2012
ELSENHAM HOUSE LIMITED,MEDIUM / LARGE,269448.7,2013
BRITISH THORNTON ESF LIMITED,MEDIUM / LARGE,103518,2011
"HEATH FARMS,LIMITED",SMALL BUSINESS,31616.8,2012
ATOS LIMITED,NOT DEFINED,8016.6,2011
P & M CARS LTD,NOT DEFINED,29476.6,2014
THE HIRING POST LIMITED,SMALL BUSINESS,2400,2012
COUNTRYWIDE GROUNDS MAINTENANCE LIMITED,MEDIUM / LARGE,7832.06,2014
AUSTHORPE CARE HOME LIMITED,SMALL BUSINESS,154772.82,2014
CLIMATE RESILIENCE LIMITED,NOT DEFINED,14790,2013
A.C.BACON ENGINEERING LIMITED,MEDIUM / LARGE,1056,2012
PROVINCE BUILDING SERVICES LTD,SMALL BUSINESS,917151.26,2011
ALLSTAR BUSINESS SOLUTIONS LIMITED,MEDIUM / LARGE,779558.200000002,2012
ANGLIA GARAGE EQUIPMENT LIMITED,SMALL BUSINESS,1283,2011
AFA PROJECT MANAGEMENT LIMITED,SMALL BUSINESS,279.6,2014
PLINTH 2000 LIMITED,SMALL BUSINESS,1990,2014
SIMON HART LIMITED,SMALL BUSINESS,13507.12,2014
CLOSED LIMITED,MEDIUM / LARGE,2160,2011
BLUEPRINT MANAGEMENT SYSTEMS LIMITED,MEDIUM / LARGE,11738.88,2011
BRUNSWICK HOUSE CARE HOME LIMITED,NOT DEFINED,815885.599999999,2013
TINDLE RADIO HOLDINGS LIMITED,MEDIUM / LARGE,5805.8,2013
PROFESSIONAL CABLING SOLUTIONS LIMITED,SMALL BUSINESS,506953.06,2013
SOLOR CARE GROUP LIMITED,MEDIUM / LARGE,75854,2012
EASTERN CASH REGISTERS (NORWICH) LIMITED,SMALL BUSINESS,990,2011
D.& H.HARROD(COACHES)LIMITED,SMALL BUSINESS,460138.46,2013
KINGSLEY CARE HOMES LIMITED,MEDIUM / LARGE,850604.38,2014
DOLPHIN COMPUTER ACCESS LIMITED,SMALL BUSINESS,10563,2011
O T W IMAGING LIMITED,SMALL BUSINESS,9108.24,2014
NORSERVE LIMITED,SMALL BUSINESS,23664.62,2012
GREEN BRITAIN CENTRE LIMITED,MEDIUM / LARGE,18440.5,2011
BRECKLAND TRAVEL LIMITED,SMALL BUSINESS,223519.2,2011
J. PARKER & SONS (BUILDERS) LIMITED,SMALL BUSINESS,3366,2012
BEN BURGESS & CO LIMITED,MEDIUM / LARGE,9800,2014
MICHELIN TYRE PUBLIC LIMITED COMPANY,MEDIUM / LARGE,39832.86,2011
I D C LIMITED,SMALL BUSINESS,203700,2012
R.H. HALL (MICROWAVE) LIMITED,MEDIUM / LARGE,3938,2013
BARNARDISTON HALL PREPARATORY SCHOOL,EDUCATION,266556.38,2011
COOKS BLINDS AND SHUTTERS LIMITED,SMALL BUSINESS,22247.16,2012
KILKEE LODGE RESIDENTIAL HOME,,14499.52,2014
ASKEWS AND HOLTS LIBRARY SERVICES LTD.,MEDIUM / LARGE,89183.9800000001,2013
GENTLE FOLK COMMUNITY CARE LTD,NOT DEFINED,44954.1,2013
KENNEDYS 169 LIMITED,NOT DEFINED,0,2012
COLLINS NETS LIMITED,SMALL BUSINESS,10719.9,2014
ROWAN HUMBERSTONE LIMITED,MEDIUM / LARGE,2386.8,2011
WHITEHALL CARE LIMITED,MEDIUM / LARGE,774077.72,2011
JS MUSIC SERVICES LIMITED,SMALL BUSINESS,1400,2013
WESTMINSTER HEALTH CARE NEW LIMITED,MEDIUM / LARGE,415400.100000001,2011
APPLETON LODGE MANAGEMENT LIMITED,NOT DEFINED,377435.6,2011
CARL BIRD LIMITED,SMALL BUSINESS,3088.52,2012
SURGICHEM LIMITED,MEDIUM / LARGE,3873.9,2013
PEARSON EDUCATION LIMITED,MEDIUM / LARGE,2197,2013
ECLIPSE NETWORKING LIMITED,MEDIUM / LARGE,88.5,2014
BIGGA CREATIONS LTD,NOT DEFINED,11690.6,2012
NORFOLK TRAINING SERVICES LIMITED,SMALL BUSINESS,9090,2013
THE CARE COMPANY UK LTD,MEDIUM / LARGE,366161.68,2014
BROADOAK LODGE,,15360,2014
ALDOUS ELECTRICAL LIMITED,SMALL BUSINESS,8835.44,2012
THE LIVELY CREW LTD,SMALL BUSINESS,1200,2011
HUNT HEALTH CARE LIMITED,SMALL BUSINESS,43540.64,2012
VOICE CONNECT LIMITED,SMALL BUSINESS,6367,2012
JARK HEALTHCARE SERVICES LIMITED,MEDIUM / LARGE,29804.82,2012
CARE ELITE,,28830.26,2012
A.& W.CUSHION LIMITED,SMALL BUSINESS,1985.52,2013
GET MEDIA LTD,SMALL BUSINESS,7520,2012
ST CHRISTOPHER'S RESIDENTIAL HOME,,898336.460000002,2013
MAPUS-SMITH & LEMMON LLP,SMALL BUSINESS,1250,2013
NORMANS (BURTON UPON TRENT) LIMITED,SMALL BUSINESS,16142.72,2014
"PYRAMID EDUCATIONAL CONSULTANTS UK, LTD.",SMALL BUSINESS,950,2011
CAR-ES (UK) LIMITED,SMALL BUSINESS,11335.24,2011
STRUTT & PARKER 2014 LIMITED,,9757.64,2013
LAUDCARE LIMITED,MEDIUM / LARGE,14464,2012
UNIVERSAL CARS CHELMSFORD LIMITED,,95568.5,2014
ANGEL CARE HOMES LIMITED,SMALL BUSINESS,38630.5,2011
DECOY FARM ENTERTAINMENT LTD,SMALL BUSINESS,163189.28,2014
WATTBIKE LIMITED,MEDIUM / LARGE,1475.82,2012
THE VINERIES (EASTBOURNE) MANAGEMENT COMPANY LIMITED,SMALL BUSINESS,21218.08,2012
EXEMPLAR SERVICES UK LIMITED,SMALL BUSINESS,33034.8,2011
PHOENIX FORENSIC CONSULTANTS LIMITED,MEDIUM / LARGE,4004,2013
VENTUREFORTH 2000 LIMITED,SMALL BUSINESS,14396.6,2014
FREESTONES COACHES LIMITED,MEDIUM / LARGE,571692.32,2012
SOLACE 2011 LIMITED,SMALL BUSINESS,1114,2012
NEMESIS GB LIMITED,SMALL BUSINESS,9006.24,2011
NEOPOST LIMITED,MEDIUM / LARGE,43155.2,2011
CROWN CARE & SUPPORT LIMITED,SMALL BUSINESS,286576.72,2011
SCOPE JOINERY LIMITED,SMALL BUSINESS,1385,2013
FREELANCE CREATIVE ARTWORKERS LIMITED,NOT DEFINED,3150,2012
DIG CONTRACTORS LIMITED,SMALL BUSINESS,85641,2013
PICTURES TO SHARE COMMUNITY INTEREST COMPANY,SMALL BUSINESS,1300,2011
STAFF CALL RECRUITMENT SPECIALISTS LIMITED,MEDIUM / LARGE,141913.28,2014
NORSE COMMERCIAL SERVICES LIMITED,MEDIUM / LARGE,229140.16,2014
THE PRESCRIPTION TRAINING COMPANY LIMITED,SMALL BUSINESS,25027.2,2013
KNOSSINGTON GRANGE SCHOOL LIMITED,MEDIUM / LARGE,204192.6,2012
NET CARE LINCOLNSHIRE LIMITED,SMALL BUSINESS,17526,2011
J & P RESIDENTIAL HOMES LIMITED,SMALL BUSINESS,3936,2012
NORTHGATE VEHICLE HIRE (EAST ANGLIA) LIMITED,MEDIUM / LARGE,11561.22,2013
NORFOLK POLICE AUTHORITY,,903959.5,2013
FREDERICK FOLLOWS LIMITED,SMALL BUSINESS,835.6,2012
WWS TARPAULINS LIMITED,SMALL BUSINESS,1320,2012
